Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Team Lead Data Engineer (Scala),-1,"Adjust is a global B2B SaaS company, specializing in mobile measurement, fraud prevention and cybersecurity. Born at the heart of the mobile economy, more than 30,000 apps have now implemented Adjust's solutions to secure their budgets and improve performance. The globally operating company has 16 offices around the world, from Tokyo to San Francisco and in 2019 secured one of the year's largest funding rounds in Europe to date, raising $227 million.

Your role:

As Team Lead Data Engineer (Scala) you will be responsible for the team which ensures the rapid ingestion of data into our retargeting platform, called Audience Builder. This is Adjust's own segmentation tool, which allows our clients to build detailed audience segments for their marketing campaigns using the data we track for their apps. The Audience Builder Team helps us to scale from tens of TBs into multiple PBs of data, while ensuring maintainable and performant code.

Your responsibilities:
Coach, grow and develop the Audience Builder Team, a team of Data Engineers working with Scala and Elixir
Design, review, and ensure scalability to hundreds of thousands of events ingested per second
Implement, test, and document components to ingest data to support new features
Provide escalation support for the data ingestion portion of the platform
Closely collaborate with our product team to integrate external providers/partners in the platform as well as with our operations team to develop maintenance and operational procedures, as well as escalation paths
What you bring:
Proven experience managing engineering teams (min. 1-2 years)
Experience in developing a distributed environment
Solid knowledge of Scala and Spark
Flink and PostgreSQL experience is a plus
Curious to learn new technologies (e.g. Elixir)
Team player with empathy and good leadership skills
What's in it for you:
Opportunity to make an impact on the ad-tech industry working for a forward-thinking leader in the space
Collaborative environment with a focus on continuous learning (incl. budget for ongoing professional development)
A three-week onboarding program like no other, where you'll learn the ins-and-outs of our product in our Berlin headquarters
Flexible work schedule and vacation policy
International, diverse teams with a strong focus on transparency, feedback and fun
Regular team events and annual company retreats in the sun
Free language classes
Relocation and visa assistance
Depending on office location, additional perks like weekly team brunch, fully stocked kitchens, fitness memberships, additional health insurance and childcare program
More details about our company culture and perks can be found on our career page, or have a sneak peek of our office in Berlin.

Interested? Let's Talk!",4.6,"Adjust
4.6",Berlin,"Berlin, Germany",201 to 500 employees,2012,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD),-1
Data Scientist (m/f/d) - Risk Management,-1,"Our Risk Advanced Analytics (RAA) group is part of our Risk Management Practice and tasked with developing analytical tools in all fields of risk (strategic risk management, credit, operational, treasury, liquidity, etc.). For our office in Frankfurt we are looking for a

Data Scientist (m/f/d) - Risk Management
What you'll do

You will be at the center of the Risk Analytics group’s analytical engine, implementing machine-learning techniques for our client projects in the area of credit risk management.

Building upon your ideas and experience, you will apply machine learning algorithms to modeling credit risk to gain new insights and translate them into distinct client contributions. You will be fully integrated into client service teams, advising clients on credit risk processes. This includes gathering and analyzing information, formulating and testing hypotheses, and developing and communicating recommendations. You will also have the opportunity to present results to client management and implement recommendations in collaboration with client team members.

You will use a broad range of internal and external sources in your work, including your access to an outstanding knowledge structure and international network of experts. You will contribute to knowledge development by helping define and expand distinctive risk-based methodologies to support top management-level strategic decisions.

Qualifications
Master's degree or PhD in computer science, mathematics/statistics, engineering, physics or other quantitative disciplines
2+ years of work experience in quantitative analysis/modeling at a financial institution or consulting firm
Strong experience in working in quantitative teams focused on credit risk, with a high degree of independence and responsibility
Proven experience in applying machine learning algorithms to credit risk modeling, such as Neural Networks, Support Vector Machines, and CART
Deep experience with analytical software (R or SAS) and solid working knowledge of scripting languages (e.g., Python). Experience with databases (SQL or NoSQL) would be beneficial
Skills to communicate complex ideas effectively
Team player, with a professional and service-oriented attitude
Ability to work effectively and collaboratively with people at all levels in an organization
Fluent in German and English",4.4,"McKinsey & Company
4.4",Düsseldorf,"New York, NY",10000+ employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Boston Consulting Group, Bain & Company, Strategy&"
Senior Data Strategist / Data Engineer / Data Scientist (m/w/d),-1,"About AbbVie
AbbVie (NYSE:ABBV) is a global, research-driven biopharmaceutical company committed to developing innovative advanced therapies for some of the worlds most complex and critical conditions. The companys mission is to use its expertise, dedicated people and unique approach to innovation to markedly improve treatments across four primary therapeutic areas: immunology, oncology, virology and neuroscience. In more than 75 countries, AbbVie employees are working every day to advance health solutions for people around the world. For more information about AbbVie, please visit us at www.abbvie.com. Follow @abbvie on Twitter, Facebook or LinkedIn.

You will be able to make remarkable impact by driving the Drug Product Development (DPD) data strategy hereby enabling and evolving our data driven drug development concepts. You will have a key role in a global, strategic multiyear-program to design and implement world class data analytical capabilities at Abbvie sponsored by the Chief Scientific Officer. Developing a data strategy is a collaborative task demanding excellent communication skills, the ability to connect people and views as well as showing high degree of assertiveness. Equipped with this skillset you will guide a data journey including an assessment of the status quo of data formats, the current data handling processes as well as an overview of used data repositories in the different areas of DPD. Based on these findings, critical and most advanced use cases should be identified as suitable pilot projects. These projects will drive the product development process and require collaboration with the scientists leading the projects. They will be the foundation for developing a comprehensive data strategy that is aligned with the respective business needs. This includes standardization of processes and workflows, the generation of ontologies and data models as well as the implementation of FAIR concepts (Findable, Accessible, Interoperable, Reusable) to make data available within the whole organization. The ultimate goal is to build a data basis for broad-based advanced analytics like Machine Learning, Predictive Analytics and Artificial Intelligence. These activities are accompanied by education of the organization with respect to the Data Strategy, broad-based data standardization (FAIRization), the potential of Big Data technologies and its applications in DPD.
Key responsibilities include:
Leading role in the Abbvie R&D / Drug Product Development Data Strategy effort
Assessment of status quo with respect to data generation, data formats, ontologies, data repositories and data usage in different areas of DPD
Prioritize activities and work with different areas towards standardization and automation of workflows across the organization and drive consistency
Together with Information Research and Data Scientist peers generate consistent data ontologies and data models (e.g. Allotrope concept) across the organization
Contribute to the choice of adequate data systems/repositories together with Information Research and other departments
Cross-functional collaboration to drive establishment and improvement of the Development Sciences and R&D data ecosystem
Acquire and execute on identified pilot cases from the DPD organization
Drive and translate the overarching R&D and Development Sciences Data Strategy into meaningful projects within Drug Product Development (DPD)
Educate the organization with respect to the Development Sciences Data Strategy, its goals and potential as well as the related necessary changes
Advances technical expertise within DPD Organization. Proactively demonstrates leadership by advising and sharing knowledge and expert opinions with subordinates, peers, and senior management. Mentors and trains functional colleagues and assess current and emerging business challenges enabling functional goal achievement
Ensures quality and effectiveness of key results of major project plans within DPD through sound design, early risk assessments, and implementation of fallback strategies
Spread enthusiasm for entering the digital age in DPD
Qualifications
Desired Qualifications
Relevant technical degree such as
biology, chemistry, pharmacy, engineering or in computer sciences/
statistics or applied math. ideally combined degree.
6+
years of relevant experience in Data Handling (e.g., experience in modeling
structured and unstructured data) and Advanced Analytics (e.g., Predictive
Modeling, Data Mining, Machine Learning)
Successful
leadership of data integration/data strategy projects in complex organizations
Understanding
of Data Engineering, Data Architecture and Data Science
Experience
with FAIR data formats would be desirable
Relevant
programming skills and experience (Python, R)
Excellent network to the global data scientist
community and software vendors
Innovative
thinker with strong strategic, analytical and critical thinking skills
Project
management experience, with the ability to effectively manage time, prioritize
work, multi-task across many assignments, and effectively lead and inspire
larger teams. Ability to effectively interface/communicate across functions and
bring together different viewpoints.
Excellent
written and verbal communication and presentation skills in English.
Proven
ability to innovate with a history of new or improved technology solutions with
remarkable impact on company productivity
Demonstrated
ability to influence others in areas of science and technology
Self-motivated
and able to operate independently and as part of a team

We Offer
A fantastic opportunity to work in in a world-class team.
A mentor who will assist you as coach and contact person.
A supportive environment that allows you to focus on your role and tailor your work to your individual needs, including flexible work models, multiple benefits, and comprehensive health and sports programs.
Attractive compensation and company benefits, including our excellent occupational health management system, which is one of the best in Germany.

Your Application
We are looking forward to your online application.

AbbVie welcomes and encourages diversity in our workforce.
Learn more about AbbVie Deutschland at www.abbvie.de. Visit www.abbvie-care.de for more information about the therapeutic areas in which were active.

Significant Work Activities
N/A
Travel
No
Job Type
Experienced
Schedule
Full-time
Job Level Code
IC
Equal Employment Opportunity
At AbbVie, we value bringing together individuals from diverse backgrounds to develop new and innovative solutions for patients. As an equal opportunity employer we do not discriminate on the basis of race, color, religion, national origin, age, sex (including pregnancy), physical or mental disability, medical condition, genetic information gender identity or expression, sexual orientation, marital status, protected veteran status, or any other legally protected characteristic.",3.8,"AbbVie
3.8",Ludwigshafen am Rhein,"North Chicago, IL",10000+ employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Amgen, Baxter, Bristol Myers Squibb"
WERKSTUDENT DATA SCIENCE (m/w/d),-1,"virtual7 gestaltet die digitale Zukunft Deutschlands. Technologie ist unsere Leidenschaft, Innovation unser Weg und Mehrwert für Bürger und Behörden unser Ziel! Mit über 100 Mitarbeitern verteilt auf 3 Länder, 5 Standorte und über 50 Kunden überzeugen wir durch Begeisterung, Expertise und dem festen Willen immer besser zu werden. Bei uns arbeitest Du mit Experten zusammen und wirst von Anfang an ins Team und den Arbeitsprozess integriert, eingearbeitet und bekommst schnell Verantwortung übertragen. Offene Positionen als Werkstudent (w/m/d) im Bereich Data Science haben wir an unseren Standorten in Karlsruhe, Nürnberg und München zu besetzen.

DEINE AUFGABEN
Installation, Konfiguration und Entwicklung mit einzelnen Komponenten des Big Data Ökosystems wie Hadoop, Nifi, Hive, Spark, Kafka, etc.
Programmierung mit Java, Python oder R
Data Engineering mit Datenbanken und Object Stores (Oracle, Cassandra, Neo4j, etc.)
Data Research und Data Visualization
Mitarbeit bei Proof-of-Concepts und Prototypen

DEIN PROFIL
Studium im informationstechnischen Bereich
Affinität zu IT-Lösungen und deren Entwicklung
Interesse an Themen wie künstliche Intelligenz, Machine Learning, Deep Learning oder Predictive Analytics
Du lernst gerne Neues - allerdings lässt du viel lieber den Computer lernen
Strukturierte Arbeitsweise und gute Englischkenntnisse

UNSER VERSPRECHEN
Hoher Praxisbezug, kleine dynamische Teams, flexible Arbeitszeiten, Action und Spaß, Begeisterung, Transparenz, Wertschätzung und Unterstützung in Deiner täglichen Arbeit sowie hohe Übernahmechancen sind für uns keine Recruitingslogans, sondern gelebter Alltag.
ZUSATZINFO
Einsatzort: Karlsruhe, Nürnberg, München
Eintrittsdatum: Ab sofort
Anstellungsart: Werkstudent

DEIN ANSPRECHPARTNER
Werde Teil unseres sympathischen Expertenteams und sende uns noch heute deine Bewerbungsunterlagen, inklusive Eintrittstermin, zu. Wir freuen uns auf Dich!

Fabian Herdle
Referent Human Resources & Recruiting
t. +49 721 619 017 45
fabian.herdle@virtual7.de",-1,virtual7 GmbH,Karlsruhe,"Karlsruhe, Germany",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
Absolventen Wirtschaftsinformatik / Data Scientists (m/w/d),-1,"Gestalten Sie Ihre berufliche Zukunft gemeinsam mit uns.


Für unsere Standorte suchen wir motivierte und engagierte Absolventen Wirtschaftsinformatik / Data Scientists (m/w/d).

Diese Aufgaben warten auf Sie:
Mitwirkungen bei Kundenprojekten im Zusammenhang mit der Erstellung von komplexen Datenanalysen, Datenaufbereitung und innovativen prognosebasierten Softwarelösungen
Unterstützung bei der Visualisierung und Kommunikation von komplexen Analyseergebnissen wie R, Python oder SQL auf unterschiedlichen Plattformen
Mitarbeit bei der Entwicklung von Analysetools und Algorithmen für Projekt- oder Portfoliothemen mit Werkzeugen
Mit diesem Profil überzeugen Sie uns:

Sie haben ein erfolgreich abgeschlossenes Studium der (Wirtschafts-)Informatik, Mathematik, Physik oder Wirtschaftsingenieurwesen und verfügen idealerweise über erste Berufserfahrung.
Sie weisen Kenntnisse der Sprachen Python, R und SQL oder eine vergleichbare Programmiersprache vor.
Sie sind ein engagierter Teamplayer, arbeiten eigenverantwortlich und selbständig und zeichnen sich durch ausgeprägte Einsatzbereitschaft sowie unternehmerisches Denken aus.
Gute Englisch- und Deutschkenntnisse in Wort und Schrift sowie Reisebereitschaft runden Ihr Profil ab.
Mit diesem Angebot überzeugen wir:

Bei uns erwartet Sie ein sicherer und moderner Arbeitsplatz in kollegialer Atmosphäre.
Durch flexible Arbeitszeitmodelle ermöglichen wir eine Balance zwischen Beruf und Privatleben.
Wir bieten Ihnen herausragende Karrierechancen durch individuelle Förderung und anspruchsvolle sowie vielseitige Projektarbeit.
Ihre berufliche Entwicklung fördern wir gezielt und individuell im Rahmen von vielseitigen Weiterbildungsangeboten.
Profitieren Sie von unserer flachen Hierarchie und übernehmen Sie schnell selbst Verantwortung.

Können Sie sich vorstellen, diese Funktion in unserem Team aktiv wahrzunehmen? Dann würden wir Sie gerne kennenlernen!
Bewerben Sie sich bitte direkt über unser Bewerberportal und vermerken Sie im Anschreiben den frühestmöglichen Eintrittstermin, Ihre Gehaltsvorstellungen sowie den von Ihnen bevorzugten Einstellstandort.

PKF FASSELT SCHLAGE Partnerschaft mbB
Wirtschaftsprüfungsgesellschaft ∙ Steuerberatungsgesellschaft ∙ Rechtsanwälte
Berlin | Braunschweig | Duisburg | Düsseldorf | Frankfurt | Hamburg | Köln | www.pkf-fasselt.de

Jetzt bewerben!",3.3,"PKF Fasselt Schlage
3.3",Duisburg,"London, United Kingdom",10000+ employees,1969,Other Organization,Accounting,Accounting & Legal,$1 to $2 billion (USD),-1
Data Analyst (m/w/d),-1,"Über die Tele Columbus AG

Die Tele Columbus AG ist einer der führenden Glasfasernetzbetreiber in Deutschland mit einer Reichweite von mehr als drei Millionen Haushalten. Unter der Marke PŸUR bietet das Unternehmen Highspeed-Internet einschließlich Telefon sowie mehr als 250 TV-Programme auf einer digitalen Entertainment-Plattform an, die klassisches Fernsehen mit Videounterhaltung auf Abruf vereint. Mit ihren Partnern der Wohnungswirtschaft realisiert die Tele Columbus Gruppe maßgeschneiderte Kooperationsmodelle und moderne digitale Mehrwertdienste wie Telemetrie und Mieterportale. Als Full-Service-Partner für Kommunen und regionale Versorger treibt das Unternehmen maßgeblich den glasfaserbasierten Infrastruktur- und Breitbandausbau in Deutschland voran. Im Geschäftskundenbereich werden zudem Carrier-Dienste und Unternehmenslösungen auf Basis des eigenen Glasfasernetzes erbracht. Die Tele Columbus AG, mit Hauptsitz in Berlin sowie Niederlassungen in Leipzig, Unterföhring, Hamburg, Ratingen und Chemnitz, ist seit Januar 2015 am regulierten Markt (Prime Standard) der Frankfurter Wertpapierbörse notiert.

Suchen Sie einen innovativen Arbeitgeber in einem modernen Arbeitsumfeld, mit interessanten Aufgaben und Entwicklungsmöglichkeiten? Dann bewerben Sie sich jetzt!

Zum 01.03.2020 oder zum nächstmöglichen Termin suchen wir für unseren Standort Berlin eine/n engagierte/n

Data Analyst (m/w/d)
In Festanstellung und Vollzeit (40 Stunden/Woche)

Wir bieten Ihnen:
Eine interessante, abwechslungsreiche Tätigkeit in einem seit über 25 Jahren dynamischen und erfolgreichen Unternehmen, die Chance in einem zukunftsorientierten Unternehmen zu wachsen
Eine attraktive und leistungsgerechte Vergütung
Nebenleistungen wie vermögenswirksame Leistungen, Altersvorsorge, Fahrtkostenzuschuss, Kontoführungsgebühr, Zuschuss zum Kindergarten, finanzielle Zuwendung für Hochzeit und Geburt des Kindes

30 Tage Jahresurlaub, Gewährung von Sonderurlaub (z. B. Eheschließung, Geburt des Kindes)
Flexible Arbeitszeiten für eine gute Work-Life-Balance
Angenehmes Arbeiten in einem aufgeschlossenen Team mit flachen Hierarchien
Arbeitsmedizinische Gesundheitsvorsorge (z. B. Zuschuss zur Bildschirmarbeitsplatzbrille)
Weiterbildungs- und Entwicklungsmöglichkeiten (Pyur-Academy)
Kostenlose Nutzung des eigenen Fitnessraumes

Ihr zukünftiges Aufgabengebiet:
Erstellung von Potenzial- und Standortanalysen zur bestmöglichen Ausschöpfung des Vertriebspotenzials
Durchführung von vertriebsspezifischen Auswertungen und Analysen sowie visuell klare Kommunikation der Ergebnisse
Erstellung von Umsatzbetrachtungen der Vertriebsgebiete und Ableitung entsprechender Handlungsempfehlungen

Analyse von Vertriebskennzahlen und Konzeption von operativen Vertriebsreports
Ansprechpartner der Fachbereiche für Ad-Hoc-Analysen und Unterstützung bei datengetriebenen Fragestellungen
Unterstützung bei der Erarbeitung von Business Cases sowie entsprechenden Entscheidungsvorlagen

Unsere Erwartungen an Sie:
Erfolgreich abgeschlossenes Studium der Wirtschaftsinformatik, Mathematik, Informatik oder eine vergleichbare Qualifikation
Mehrjährige Berufserfahrung im Bereich Data Analytics und im Umgang mit komplexen Datenmengen
SQL Kenntnisse und Erfahrung im Umgang mit Datenbanken
Kenntnisse von SAP BusinessObjects

Idealerweise Erfahrung in der Anwendung von Geoinformationssystemen
Sicherer Umgang mit komplexen Tabellen und Kalkulationen
Zahlenaffinität und ein hohes analytisches Verständnis
Sehr gute Deutschkenntnisse in Wort und Schrift

Strukturierte Arbeitsweise und die Fähigkeit, strategisch und prozessorientiert zu denken
Haben wir Ihr Interesse geweckt? Suchen Sie eine neue Herausforderung?
Bewerben Sie sich mit Ihren vollständigen Unterlagen über unser Bewerberformular.",1.9,"Tele Columbus AG
1.9",Berlin,"Hannover, Germany",201 to 500 employees,-1,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
Data Scientist (m/w),-1,"Data Scientist (m/w, deutschlandweit)

Open Logic Systems GmbH & Co. KG

Wenn Sie über über einschlägige Berufserfahrungen im Bereich Data Science verfügen oder während Ihres Studiums der Wirtschaftsinformatik / Informatik entsprechendes Know-How aufgebaut haben, dann sind Sie der ideale Kandidat für unser Unternehmen.

Ihr Aufgabengebiet:
Im Mittelpunkt Ihrer Aufgaben steht die Beratung (Consulting), Entwicklung und Forschung.

Bei der Open Logic Systems arbeiten Sie an Lösungen von morgen und engagieren sich in einem Arbeitsumfeld mit hohem Erfolgs- und Wohlfühlfaktor. Eine Tätigkeit in unserem Unternehmen öffnet Ihnen viele Wege und Chancen. Z.B. durch zahlreiche Weiterbildungsmöglichkeiten, die Zusammenarbeit mit interessanten Kunden und wissenschaftlichen Institutionen, wie z.B. der Fraunhofer Gesellschaft.

Ihre Qualifikation:
Sie sind ambitioniert. Sie haben ein betriebswirtschaftliches, technisches oder im Idealfall sogar ein Datascience-Studium (Uni, FH, BA) absolviert. Sie haben bereits nachgewiesene Erfahrung im Bereich Statistik und maschinelles Lernen gesammelt. Python, SPSS, Spark oder R – das sind für Sie bekannte Tools. SQL und Java sind Ihnen vertraut. Leistungswille, Kommunikations- und Teamfähigkeit zählen zu Ihren Stärken. Darüber hinaus verfügen Sie über eine hohe Kundenorientierung und Reisebereitschaft.

Wir bieten Ihnen:
Aus- & Weiterbildung
Hohes soziales Engagement und viele Zusatzleistungen
Kunden aus dem gehobenen Mittelstand bis zu internationalen Konzernen

Interessante Forschungsprojekte gemeinsam mit Forschungspartnern, wie z.B. der RWTH Aachen oder Fraunhofer Gesellschaft

Gleitzeit und Homeoffice

Fragen? Email an: markus.dewendt@open-ls.de

Haben wir Ihr Interesse geweckt?

Dann senden Sie uns Ihre kompletten Bewerbungsunterlagen, gerne auch per Email unter Angabe Ihrer Gehaltsvorstellung und Ihres möglichen Eintrittstermins. Wir freuen uns auf ein Gespräch mit Ihnen!",-1,Open Logic Systems GmbH & Co. KG,Germany,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist - Computerlinguistik / Natural Language Processing (m/w/d),-1,"Hilf uns dabei die menschliche Kreativität durch Technologie zu erweitern: als Data-Scientist.
storyliner ist die Kreationsplattform für überzeugende Inhalte. In einem durch künstliche Intelligenz gestützten Kreativprozess werden Content-denkende Unternehmer und Kommunikationsteams beim strategischen Konzipieren begleitet, beim Kreieren inspiriert und während dem Erstellen unterstützt. So entstehen professionelle Inhalte zu einem Bruchteil der Kosten. Gemeinsam mit uns konzipierst du neue Algorithmen, analysierst Text-Daten und hilfst beim Aufbau unserer Daten-Infrastruktur mit. Dabei gehören Teamwork, nutzerzentriertes, agiles Arbeiten und der Austausch mit Design und Kreation zu deinem abwechslungsreichen Alltag.
Wen wir suchen
Praktische und theoretische Kenntnisse in Computerlinguistik, statistischen Methoden, Machine Learning oder künstlicher Intelligenz
Sehr gute Kenntnisse und praktische Erfahrungen mit der Programmiersprache Python
Außergewöhnlich analytische Denkweise sowie ein hohes Maß an Selbstorganisation, Eigenverantwortung und Entscheidungsbereitschaft
Gute Englischkenntnisse
Was du machen wirst
Konzipieren und Entwickeln von Textklassifizierungsmodellen
Prototypisieren und Evaluieren von Algorithmen der künstlichen Intelligenz unter Nutzung von Methoden der Computerlinguistik
Unterstützen des Entwicklungsteams bei der Modellintegration
Identifikation von Datenquellen, Text-Extraktions- und Generierungsverfahren
Enges Zusammenarbeiten mit Produktmanagement, Design und Konzeption, um Nutzerbedürfnisse zu verstehen und Klassifizierungsmodelle zu verbessern
Integrieren von technischen Standards, Tools und Prozessen
Unser engagiertes Team bietet dir flexible Arbeitszeiten und -modelle, Weiterbildungsmöglichkeiten und Raum für deine Ideen. Hinter storyliner steht das Hamburger Unternehmen Gravitales. Auf Grundlage jahrelanger Erfahrung im Produktmanagement, Entwicklung, Marketing und Design kannst du bei uns jede Disziplin der Produktentwicklung hautnah miterleben und gestalten.
Bewerbe dich und sende deine Unterlagen an: jobs@storyliner.io",-1,storyliner,Hamburg,"San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist* / Data Analyst* – Big Data,-1,"Your tasks

Durch zum Teil hochautomatisierte Automobile werden immer mehr Fahrzeug- und Umfelddaten gewonnen, analysiert und verwertet. Auf Grundlage des fundierten Wissens von IAV im Gesamtfahrzeug und in der Fahrzeugvernetzung können wir in diesen Daten Auffälligkeiten und Fehlverhalten erkennen. Wir können unseren Kunden Dienste zur Verfügung stellen, um Entwicklungszyklen maßgeblich zu reduzieren und auch Endkunden große Mehrwerte in der Nutzung der Fahrzeuge zu bieten.
Um die gesamte Leistungskette von der Erfassung, über die Übertragung und Verwaltung, bis hin zur Analyse der Messdaten effizient zu bearbeiten, wurde von IAV ein eigenes Messdatenmanagement- und Analysesystem entwickelt, das im Bereich der Flottenerprobung und der Data Analytics eingesetzt wird.
Aufbereitung und Analyse strukturierter und unstrukturierter Daten wie z.B. Mustererkennung mittels Verfahren aus dem Bereich Data Mining, Predictive Analytics und Machine Learning
Entwicklung prognostischer Modelle oder Durchführung von Analysen auf Basis von Methoden aus der deskriptiven Statistik
Aufbau von Data-Mining- und Machine-Learning-Techniken, mit dem Ziel, Modelle und geschäftsrelevante Erkenntnisse aus großen Mengen strukturierter und unstrukturierter Daten abzuleiten und systematisch aufzusetzen
Enge Vernetzung zum Fachbereich, um Analyseergebnisse zu visualisieren und Handlungsempfehlungen abzuleiten
Identifikation neuer Technologien, die zur Lösung bestehender und zukünftiger Anforderungen beitragen

Your skills

Erfolgreich abgeschlossenes Studium im Bereich Informatik, Betriebswirtschaftslehre, Ingenieurwesen oder einer vergleichbaren Fachrichtung, gerne auch als Quereinstieg aus den Bereichen der Physik, Mathematik o. Ä.
Mehrjährige Berufserfahrung im Bereich Data Science / Big Data
Wünschenswerterweise sicherer Umgang mit R, Python, SAS oder SPSS, Spark und Hadoop
Kenntnisse der Fahrzeugvernetzung und in der Programmierung in Java von Vorteil
Gute Kommunikationsfähigkeiten und sicheres Auftreten
Hohes Maß an Eigeninitiative und Kreativität sowie die Fähigkeit, über den eigenen Tellerrand hinausschauen zu können
Bitte geben Sie uns im Anschreiben Ihren bevorzugten IAV-Standort an.

Our offer

Verantwortung übernehmen statt Rädchen im Getriebe sein. Bei IAV vertrauen wir Ihnen step by step immer wichtigere Aufgaben an. Dank Fach-Mentoren sind Sie nicht allein und können so mit den Projekten wachsen. Sie arbeiten mit den großen Namen der Automobil- und Forschungswelt zusammen. Und qualifizieren sich gezielt weiter, z.B. durch in-house Seminare oder auf Kongressen.

* Wir freuen uns über Menschen jeden Geschlechts.

Apply",3.1,"IAV Automotive Engineering
3.1",Nuremberg,"Northville, MI",51 to 200 employees,1998,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10 to $25 million (USD),"FEV, AVL North America, Ricardo"
DATA SCIENTIST (m/w/d),-1,"Wir sind ein Berliner Full-Service Dienstleister für Softwareentwicklung und die Entwickler von Purple DS® – einer innovativen und einmaligen e-Publishing Lösung. Wir unterstützen Unternehmen vom Startup bis Weltkonzern bei der Umsetzung von spannenden Projekten.

Wir entwickeln für unsere Kunden auf Basis von zukunftsweisenden Technologien im Bereich Blockchain und Artificial Intelligence innovative Lösungen. Insbesondere in den Bereichen Content Discovery, Creation, Management und Performance Optimization setzen wir Machine Learning ein, um viele Prozesse zu verbessern und zu automatisieren.

Wir erleben gerade eine faszinierende Wachstums- und Internationalisierungsphase. Was jetzt noch fehlt, bist Du! Ein talentierter Data Scientist, der mit Knowhow, Leidenschaft und Kreativität mitwirkt, SPRYLAB als technologieführender Partner für Softwareprojekte weiter zu entwickeln.

DEINE AUFGABEN

Du unterstützt ein mehrköpfiges Entwickler-Team in der Prototyp- und Konzept-Phase eines neuen innovativen Produkts
Du analysierst und kombinierst Daten aus verschiedenen Quellen, stellst Hypothesen auf und testest diese
Du hilfst für die Probleme, die mit Hilfe von Machine Learning und Natural Language Processing vollständig automatisiert oder erleichtert werden können, die richtigen Verfahren auszuwählen, zu evaluieren und diese stetig zu verbessern

DAS BRINGST DU MIT

Abgeschlossenes Hochschulstudium im Bereich Mathematik, Statistik oder Informatik
Sehr gute Erfahrung in einer Programmiersprache, idealerweise Python
Sehr gute Kenntnisse in Explorative Datenanalyse und Statistik
Mehrjährige Berufserfahrung in Anwendung von Machine Learning, Data Mining und Optimierungsverfahren ist wünschenswert
Idealerweise vertraut mit aktuellen Methoden im Bereich Natural Language Processing
Grundkenntnisse im Umgang mit Datenbanksystemen wie MongoDB, MySQL und Elasticsearch
Idealerweise Erfahrung mit Skalierung von Daten-getriebenen Anwendungen
Sicherer Umgang mit Versionskontrolle (vorzugsweise Git)
Erfahrung mit Methoden der agilen Softwareentwicklung

WIR BIETEN

Den Einsatz und das Erlernen von neuesten Technologien
Die Teilnahme an Konferenzen und regelmäßige Interne Tech Talks
Kreative und lebendige Arbeitsatmosphäre und einen sonnigen Arbeitsplatz in unserem Berliner Büro
Verantwortungsvolle Aufgaben/Projekte mit Kundenkontakt und die Möglichkeit sich individuell weiterzuentwickeln
Ein dynamisches Team mit flachen Hierarchien
Darüber hinaus erwarten Dich diverse Snacks, Getränke, ein Kickertisch, ein Spieleautomat sowie regelmäßige Team Events
Bewirb dich jetzt!
DEINE ANSPRECHPARTNERIN

Frau Gergana Schumacher
+49 (0) 30 23 62 58 95 0",4.0,"sprylab technologies
4.0",Berlin,"Berlin, Germany",1 to 50 employees,2007,Company - Private,-1,-1,$1 to $5 million (USD),-1
